PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,ALL_STAR
201985,AJ Price,MIN,27.0,28,15,13,0.536,3.5,0.7,1.6,0.413,0.2,0.8,0.273,0.0,0.1,0.0,0.0,0.3,0.4,0.5,0.3,0.0,0.0,0.0,0.2,0.1,1.6,0.1,0
201166,Aaron Brooks,DEN,29.0,72,42,30,0.583,21.6,3.2,8.1,0.401,1.3,3.4,0.387,1.2,1.3,0.874,0.6,1.3,1.9,3.2,1.6,0.7,0.2,0.5,2.0,1.5,9.0,-1.3,0
201189,Aaron Gray,SAC,29.0,37,12,25,0.324,9.6,0.7,1.6,0.443,0.0,0.0,0.0,0.3,0.5,0.55,1.1,1.9,3.0,0.6,0.8,0.3,0.2,0.3,1.7,0.4,1.8,-2.3,0
203519,Adonis Thomas,PHI,21.0,6,2,4,0.333,6.3,1.0,2.3,0.429,0.2,0.8,0.2,0.2,0.2,1.0,0.0,0.5,0.5,0.5,0.2,0.0,0.0,0.2,1.0,0.3,2.3,1.3,0
1733,Al Harrington,WAS,34.0,34,20,14,0.588,15.0,2.4,6.1,0.396,1.0,2.9,0.34,0.8,1.0,0.771,0.4,1.9,2.4,0.8,1.0,0.4,0.0,0.3,2.1,1.2,6.6,1.4,0
201143,Al Horford,ATL,28.0,29,16,13,0.552,33.0,8.2,14.5,0.567,0.1,0.4,0.364,2.0,2.9,0.682,2.3,6.1,8.4,2.6,2.2,0.9,1.5,0.5,1.9,2.3,18.6,2.5,0
2744,Al Jefferson,CHA,29.0,73,38,35,0.521,35.0,9.6,18.8,0.509,0.0,0.2,0.2,2.6,3.8,0.69,2.1,8.7,10.8,2.1,1.7,0.9,1.1,1.0,2.4,2.9,21.8,0.4,0
202329,Al-Farouq Aminu,NOP,23.0,80,33,47,0.413,25.6,2.9,6.2,0.474,0.2,0.6,0.271,1.1,1.7,0.664,1.6,4.6,6.2,1.4,1.1,1.0,0.5,0.6,1.8,1.4,7.2,-3.2,0
101187,Alan Anderson,BKN,31.0,78,43,35,0.551,22.7,2.5,6.2,0.4,1.1,3.2,0.339,1.2,1.5,0.78,0.5,1.7,2.2,1.0,0.8,0.6,0.1,0.3,1.9,1.7,7.2,-0.7,0
202692,Alec Burks,UTA,22.0,78,24,54,0.308,28.1,4.9,10.7,0.457,0.6,1.8,0.35,3.6,4.8,0.748,0.8,2.5,3.3,2.7,1.9,0.9,0.2,0.9,2.4,4.0,14.0,-3.7,0
203458,Alex Len,PHX,21.0,42,24,18,0.571,8.6,0.8,1.9,0.423,0.0,0.0,0.0,0.5,0.7,0.645,0.9,1.4,2.4,0.1,0.6,0.1,0.4,0.2,1.6,0.6,2.0,-1.3,0
203144,Alexey Shved,MIN,25.0,63,28,35,0.444,10.5,1.2,3.8,0.321,0.5,1.6,0.294,1.1,1.4,0.756,0.3,1.0,1.3,1.1,0.8,0.4,0.3,0.2,0.6,1.2,4.0,-0.6,0
